-45.2333613936898	67.4912568382091	2.98631022716787
-116.696487328309	-149.869094187919	-2.76681389171783
-28.9442209641380	-87.7662381641006	309.130443654866
-52.0341640839499	-101.427074477973	-25.8800563530459
-139.054094976059	-140.928820305764	43.6611838533808
-87.9577590368717	-149.596271933751	-31.2199349316599
-54.8371998846360	-133.126037384305	-13.5720509099137
-112.686532707656	-183.288422208477	-184.855619273475
-8.08038782878746	-120.233434250399	-13.7531139181044
-7.71875760985939	12.2490287131964	70.1007174451012
-9.17121268980014	-46.5098241135429	-34.1693294894991
-119.719565751686	-166.779215547302	18.9453039843853
-98.0189482002569	-140.402442162222	41.3835750280719
-41.6234110989723	-94.7929136173121	-1.59788222424016
-1.46920724920690	-148.894354575450	22.3725614927844
-43.1509716626930	-70.4737323842369	25.1066590380071
-66.8336030157883	-76.1456830433332	37.9297895480817
-8.37878092920284	-120.244509866777	123.159080481773
-127.088747772941	-169.735028551923	-35.0600179304350
-113.904859155941	-151.897306135673	-2.33476897110554
-57.8710649156713	-258.079656405331	21.1668087839963
30.1855015581085	-71.8206853570960	-82.3037317119493
-7.16286219881428	-126.323783822012	7.74607213141700
-96.8615187431798	-144.582584954454	6.36755986152425
