538.146138954497	533.975000874544	417.869576982453
544.541840993772	526.355699881958	505.530413595551
534.726855173391	513.496677637852	496.185401427340
505.667609966958	503.690561655962	458.593897873235
544.983881204455	525.125148995580	492.524685776015
534.377751942523	521.912949499007	480.923902693236
523.757949474040	498.733519036108	492.886685890077
526.952577451016	521.837682499423	486.610991478492
524.008717119927	523.849087822092	399.814468714817
534.084387340113	496.039194921459	415.746637950599
555.801617251280	552.198177383877	397.110716367740
528.550972708846	526.915596574281	497.466711453509
522.313569683159	517.441523961928	490.006977612440
514.192481396963	506.198649610491	473.843215733755
520.201860250364	507.144317664048	436.411083501774
548.245014732390	518.849456070221	493.619338250138
542.855532651047	514.505392391901	494.089072177143
550.895464325954	514.047269552916	495.338252869899
549.180273109269	524.981556865131	499.469195148941
537.004486345311	533.386590122073	490.286897359969
523.017350498513	522.546055070123	497.622393542414
529.307246691133	527.863775629059	416.880891846560
530.369466058922	529.449124908654	489.002399403835
533.743262271114	524.902949477671	488.389661469675
